kind_a,key_a,kind_b,key_b,matches,wins,win_rate
hero,winter_wyvern,ability,monkey_king_tree_dance,10,2,0.200000
hero,winter_wyvern,ability,phantom_lancer_phantom_edge,10,4,0.400000
hero,winter_wyvern,ability,primal_beast_pulverize,10,6,0.600000
hero,winter_wyvern,ability,razor_eye_of_the_storm,10,6,0.600000
hero,winter_wyvern,ability,shadow_demon_shadow_poison,10,3,0.300000
hero,winter_wyvern,ability,templar_assassin_psionic_trap,10,2,0.200000
hero,winter_wyvern,ability,terrorblade_conjure_image,10,3,0.300000
hero,winter_wyvern,ability,vengefulspirit_wave_of_terror,10,3,0.300000
hero,wisp,ability,grimstroke_dark_artistry,10,6,0.600000
hero,wisp,ability,legion_commander_duel,10,4,0.400000
hero,wisp,ability,life_stealer_open_wounds,10,7,0.700000
hero,wisp,ability,ringmaster_tame_the_beasts,10,7,0.700000
hero,wisp,ability,skywrath_mage_arcane_bolt,10,5,0.500000
hero,wisp,ability,storm_spirit_static_remnant,10,5,0.500000
hero,wisp,ability,templar_assassin_psionic_trap,10,8,0.800000
hero,wisp,ability,terrorblade_conjure_image,10,4,0.400000
hero,wisp,ability,treant_natures_grasp,10,3,0.300000
hero,witch_doctor,ability,beastmaster_summon_raptor,10,6,0.600000
hero,witch_doctor,ability,drow_ranger_frost_arrows,10,4,0.400000
hero,witch_doctor,ability,huskar_life_break,10,5,0.500000
hero,witch_doctor,ability,invoker_tornado_ad,10,5,0.500000
hero,witch_doctor,ability,life_stealer_feast,10,6,0.600000
hero,witch_doctor,ability,lycan_howl,10,6,0.600000
hero,witch_doctor,ability,magnataur_skewer,10,5,0.500000
hero,witch_doctor,ability,marci_grapple,10,7,0.700000
hero,witch_doctor,ability,mars_bulwark,10,4,0.400000
hero,witch_doctor,ability,necrolyte_heartstopper_aura,10,5,0.500000
hero,witch_doctor,ability,ogre_magi_bloodlust,10,2,0.200000
hero,witch_doctor,ability,primal_beast_pulverize,10,3,0.300000
hero,witch_doctor,ability,rattletrap_hookshot,10,5,0.500000
hero,witch_doctor,ability,shadow_demon_shadow_poison,10,1,0.100000
hero,witch_doctor,ability,tidehunter_kraken_shell,10,5,0.500000
hero,witch_doctor,ability,treant_living_armor,10,4,0.400000
hero,witch_doctor,ability,troll_warlord_whirling_axes_ranged,10,7,0.700000
hero,witch_doctor,ability,ursa_enrage,10,4,0.400000
hero,zuus,ability,axe_culling_blade,10,4,0.400000
hero,zuus,ability,ember_spirit_flame_guard,10,5,0.500000
hero,zuus,ability,huskar_berserkers_blood,10,6,0.600000
hero,zuus,ability,keeper_of_the_light_blinding_light,10,5,0.500000
hero,zuus,ability,kez_falcon_rush_ad,10,4,0.400000
hero,zuus,ability,kez_raptor_dance,10,3,0.300000
hero,zuus,ability,legion_commander_overwhelming_odds,10,3,0.300000
hero,zuus,ability,luna_lunar_orbit,10,6,0.600000
hero,zuus,ability,meepo_earthbind,10,7,0.700000
hero,zuus,ability,meepo_ransack,10,1,0.100000
hero,zuus,ability,phoenix_sun_ray,10,7,0.700000
hero,zuus,ability,pudge_dismember,10,2,0.200000
hero,zuus,ability,sandking_epicenter,10,4,0.400000
hero,zuus,ability,shredder_whirling_death,10,5,0.500000
hero,zuus,ability,slark_dark_pact,10,5,0.500000
hero,zuus,ability,void_spirit_astral_step,10,4,0.400000
ability,abaddon_aphotic_shield,ability,earth_spirit_magnetize,9,4,0.444444
ability,abaddon_aphotic_shield,ability,hoodwink_scurry,9,3,0.333333
ability,abaddon_aphotic_shield,ability,invoker_sun_strike_ad,9,3,0.333333
ability,abaddon_aphotic_shield,ability,phoenix_sun_ray,9,3,0.333333
ability,abaddon_aphotic_shield,ability,terrorblade_conjure_image,9,7,0.777778
ability,abaddon_death_coil,ability,abyssal_underlord_firestorm,9,5,0.555556
ability,abaddon_death_coil,ability,abyssal_underlord_pit_of_malice,9,5,0.555556
ability,abaddon_death_coil,ability,earth_spirit_boulder_smash,9,1,0.111111
ability,abaddon_death_coil,ability,ember_spirit_sleight_of_fist,9,2,0.222222
ability,abaddon_death_coil,ability,marci_companion_run,9,5,0.555556
ability,abaddon_frostmourne,ability,oracle_purifying_flames,9,5,0.555556
ability,abyssal_underlord_atrophy_aura,ability,grimstroke_dark_artistry,9,4,0.444444
ability,abyssal_underlord_dark_portal,ability,arc_warden_magnetic_field,9,4,0.444444
ability,abyssal_underlord_dark_portal,ability,dark_willow_cursed_crown,9,6,0.666667
ability,abyssal_underlord_dark_portal,ability,dawnbreaker_fire_wreath,9,5,0.555556
ability,abyssal_underlord_dark_portal,ability,furion_force_of_nature,9,3,0.333333
ability,abyssal_underlord_dark_portal,ability,huskar_berserkers_blood,9,3,0.333333
ability,abyssal_underlord_dark_portal,ability,invoker_sun_strike_ad,9,6,0.666667
ability,abyssal_underlord_dark_portal,ability,kunkka_tidebringer,9,2,0.222222
ability,abyssal_underlord_dark_portal,ability,lich_frost_nova,9,7,0.777778
ability,abyssal_underlord_dark_portal,ability,lone_druid_spirit_link,9,3,0.333333
ability,abyssal_underlord_dark_portal,ability,marci_bodyguard,9,3,0.333333
ability,abyssal_underlord_dark_portal,ability,mars_spear,9,4,0.444444
ability,abyssal_underlord_dark_portal,ability,medusa_gorgon_grasp,9,6,0.666667
ability,abyssal_underlord_dark_portal,ability,monkey_king_tree_dance,9,2,0.222222
ability,abyssal_underlord_dark_portal,ability,necrolyte_heartstopper_aura,9,5,0.555556
ability,abyssal_underlord_dark_portal,ability,nevermore_frenzy,9,2,0.222222
ability,abyssal_underlord_dark_portal,ability,nevermore_shadowraze2,9,2,0.222222
ability,abyssal_underlord_dark_portal,ability,phoenix_icarus_dive,9,1,0.111111
ability,abyssal_underlord_dark_portal,ability,shadow_shaman_voodoo,9,5,0.555556
ability,abyssal_underlord_dark_portal,ability,spectre_spectral_dagger,9,4,0.444444
ability,abyssal_underlord_dark_portal,ability,techies_reactive_tazer,9,4,0.444444
ability,abyssal_underlord_dark_portal,ability,windrunner_windrun,9,4,0.444444
ability,abyssal_underlord_dark_portal,ability,wisp_tether,9,6,0.666667
ability,abyssal_underlord_firestorm,ability,invoker_chaos_meteor_ad,9,5,0.555556
ability,abyssal_underlord_firestorm,ability,snapfire_lil_shredder,9,3,0.333333
ability,abyssal_underlord_firestorm,ability,spirit_breaker_bulldoze,9,6,0.666667
ability,abyssal_underlord_pit_of_malice,ability,faceless_void_time_dilation,9,3,0.333333
ability,abyssal_underlord_pit_of_malice,ability,invoker_ice_wall_ad,9,5,0.555556
ability,abyssal_underlord_pit_of_malice,ability,meepo_ransack,9,5,0.555556
ability,abyssal_underlord_pit_of_malice,ability,monkey_king_tree_dance,9,6,0.666667
ability,abyssal_underlord_pit_of_malice,ability,terrorblade_metamorphosis,9,3,0.333333
ability,alchemist_acid_spray,ability,arc_warden_spark_wraith,9,2,0.222222
ability,alchemist_acid_spray,ability,beastmaster_summon_raptor,9,8,0.888889
ability,alchemist_chemical_rage,ability,invoker_deafening_blast_ad,9,4,0.444444
ability,alchemist_chemical_rage,ability,meepo_poof,9,3,0.333333
ability,alchemist_corrosive_weaponry,ability,bounty_hunter_shuriken_toss,9,3,0.333333
ability,alchemist_corrosive_weaponry,ability,bristleback_quill_spray,9,5,0.555556
ability,alchemist_corrosive_weaponry,ability,death_prophet_carrion_swarm,9,5,0.555556
ability,alchemist_corrosive_weaponry,ability,death_prophet_spirit_siphon,9,5,0.555556
ability,alchemist_corrosive_weaponry,ability,ember_spirit_searing_chains,9,6,0.666667
ability,alchemist_corrosive_weaponry,ability,invoker_ghost_walk_ad,9,4,0.444444
ability,alchemist_corrosive_weaponry,ability,juggernaut_healing_ward,9,4,0.444444
ability,alchemist_corrosive_weaponry,ability,largo_catchy_lick,9,4,0.444444
ability,alchemist_corrosive_weaponry,ability,lina_light_strike_array,9,4,0.444444
ability,alchemist_corrosive_weaponry,ability,luna_lucent_beam,9,3,0.333333
ability,alchemist_corrosive_weaponry,ability,marci_grapple,9,7,0.777778
ability,alchemist_corrosive_weaponry,ability,mirana_arrow,9,7,0.777778
ability,alchemist_corrosive_weaponry,ability,obsidian_destroyer_sanity_eclipse,9,3,0.333333
ability,alchemist_corrosive_weaponry,ability,oracle_fortunes_end,9,5,0.555556
ability,alchemist_corrosive_weaponry,ability,pugna_life_drain,9,4,0.444444
ability,alchemist_corrosive_weaponry,ability,skywrath_mage_mystic_flare,9,5,0.555556
ability,alchemist_corrosive_weaponry,ability,storm_spirit_electric_vortex,9,5,0.555556
ability,alchemist_corrosive_weaponry,ability,tiny_toss,9,5,0.555556
ability,alchemist_corrosive_weaponry,ability,winter_wyvern_splinter_blast,9,4,0.444444
ability,alchemist_corrosive_weaponry,ability,wisp_tether,9,6,0.666667
ability,alchemist_unstable_concoction,ability,arc_warden_spark_wraith,9,7,0.777778
ability,alchemist_unstable_concoction,ability,beastmaster_summon_raptor,9,5,0.555556
ability,alchemist_unstable_concoction,ability,invoker_chaos_meteor_ad,9,3,0.333333
ability,alchemist_unstable_concoction,ability,invoker_emp_ad,9,6,0.666667
ability,alchemist_unstable_concoction,ability,meepo_poof,9,5,0.555556
ability,alchemist_unstable_concoction,ability,treant_living_armor,9,5,0.555556
ability,alchemist_unstable_concoction,ability,tusk_tag_team,9,5,0.555556
ability,ancient_apparition_chilling_touch,ability,death_prophet_spirit_siphon,9,4,0.444444
ability,ancient_apparition_chilling_touch,ability,earth_spirit_magnetize,9,3,0.333333
ability,ancient_apparition_chilling_touch,ability,ember_spirit_sleight_of_fist,9,3,0.333333
ability,ancient_apparition_chilling_touch,ability,oracle_purifying_flames,9,3,0.333333
ability,ancient_apparition_chilling_touch,ability,shredder_chakram,9,1,0.111111
ability,ancient_apparition_chilling_touch,ability,troll_warlord_whirling_axes_melee,9,7,0.777778
ability,ancient_apparition_cold_feet,ability,brewmaster_drunken_brawler,9,3,0.333333
ability,ancient_apparition_cold_feet,ability,ember_spirit_flame_guard,9,2,0.222222
ability,ancient_apparition_cold_feet,ability,gyrocopter_flak_cannon,9,4,0.444444
ability,ancient_apparition_cold_feet,ability,invoker_tornado_ad,9,4,0.444444
ability,ancient_apparition_cold_feet,ability,lycan_feral_impulse,9,4,0.444444
ability,ancient_apparition_cold_feet,ability,lycan_howl,9,7,0.777778
ability,ancient_apparition_cold_feet,ability,ogre_magi_bloodlust,9,1,0.111111
ability,ancient_apparition_cold_feet,ability,pangolier_gyroshell,9,4,0.444444
ability,ancient_apparition_cold_feet,ability,pangolier_swashbuckle,9,3,0.333333
ability,ancient_apparition_cold_feet,ability,shredder_timber_chain,9,5,0.555556
ability,ancient_apparition_cold_feet,ability,terrorblade_metamorphosis,9,4,0.444444
ability,ancient_apparition_ice_blast,ability,bristleback_viscous_nasal_goo,9,6,0.666667
ability,ancient_apparition_ice_blast,ability,earth_spirit_boulder_smash,9,5,0.555556
ability,ancient_apparition_ice_blast,ability,elder_titan_echo_stomp,9,3,0.333333
ability,ancient_apparition_ice_blast,ability,lycan_summon_wolves,9,6,0.666667
ability,ancient_apparition_ice_blast,ability,visage_grave_chill,9,6,0.666667
ability,ancient_apparition_ice_vortex,ability,keeper_of_the_light_chakra_magic,9,8,0.888889
ability,ancient_apparition_ice_vortex,ability,phoenix_sun_ray,9,5,0.555556
ability,ancient_apparition_ice_vortex,ability,wisp_spirits,9,3,0.333333
ability,antimage_blink,ability,bounty_hunter_jinada,9,3,0.333333
ability,antimage_blink,ability,bristleback_viscous_nasal_goo,9,4,0.444444
ability,antimage_blink,ability,chen_hand_of_god,9,7,0.777778
ability,antimage_blink,ability,dark_seer_surge,9,5,0.555556
ability,antimage_blink,ability,invoker_ice_wall_ad,9,4,0.444444
ability,antimage_blink,ability,meepo_earthbind,9,3,0.333333
ability,antimage_blink,ability,phantom_assassin_phantom_strike,9,4,0.444444
ability,antimage_blink,ability,pudge_flesh_heap,9,2,0.222222
ability,antimage_blink,ability,ursa_overpower,9,5,0.555556
ability,antimage_blink,ability,warlock_shadow_word,9,3,0.333333
ability,antimage_blink,ability,windrunner_windrun,9,2,0.222222
ability,antimage_blink,ability,wisp_tether,9,6,0.666667
ability,antimage_counterspell,ability,grimstroke_ink_creature,9,5,0.555556
ability,antimage_mana_break,ability,bloodseeker_thirst,9,5,0.555556
ability,antimage_mana_break,ability,death_prophet_silence,9,3,0.333333
ability,antimage_mana_break,ability,enigma_midnight_pulse,9,6,0.666667
ability,antimage_mana_break,ability,lion_mana_drain,9,4,0.444444
ability,antimage_mana_break,ability,obsidian_destroyer_sanity_eclipse,9,5,0.555556
ability,antimage_mana_break,ability,oracle_fates_edict,9,4,0.444444
ability,antimage_mana_break,ability,riki_backstab,9,5,0.555556
ability,antimage_mana_break,ability,void_spirit_aether_remnant,9,5,0.555556
ability,antimage_mana_break,ability,warlock_upheaval,9,3,0.333333
ability,antimage_mana_break,ability,weaver_shukuchi,9,7,0.777778
ability,antimage_mana_break,ability,zuus_lightning_bolt,9,2,0.222222
ability,antimage_mana_void,ability,beastmaster_wild_axes,9,4,0.444444
ability,antimage_mana_void,ability,brewmaster_thunder_clap,9,5,0.555556
ability,antimage_mana_void,ability,dawnbreaker_celestial_hammer,9,5,0.555556
ability,antimage_mana_void,ability,dazzle_shallow_grave,9,3,0.333333
ability,antimage_mana_void,ability,doom_bringer_scorched_earth,9,5,0.555556
ability,antimage_mana_void,ability,ember_spirit_flame_guard,9,2,0.222222
ability,antimage_mana_void,ability,grimstroke_ink_creature,9,7,0.777778
ability,antimage_mana_void,ability,huskar_inner_fire,9,2,0.222222
ability,antimage_mana_void,ability,lich_frost_nova,9,1,0.111111
ability,antimage_mana_void,ability,lich_frost_shield,9,3,0.333333
ability,antimage_mana_void,ability,puck_illusory_orb,9,5,0.555556
ability,antimage_mana_void,ability,queenofpain_shadow_strike,9,4,0.444444
ability,antimage_mana_void,ability,rattletrap_power_cogs,9,5,0.555556
ability,antimage_mana_void,ability,sandking_burrowstrike,9,6,0.666667
ability,antimage_mana_void,ability,shadow_demon_disruption,9,4,0.444444
ability,antimage_mana_void,ability,skywrath_mage_ancient_seal,9,4,0.444444
ability,antimage_mana_void,ability,sniper_shrapnel,9,7,0.777778
ability,antimage_mana_void,ability,spectre_spectral_dagger,9,7,0.777778
ability,antimage_mana_void,ability,storm_spirit_electric_vortex,9,4,0.444444
ability,antimage_mana_void,ability,troll_warlord_whirling_axes_ranged,9,1,0.111111
ability,antimage_mana_void,ability,venomancer_plague_ward,9,4,0.444444
ability,antimage_mana_void,ability,void_spirit_dissimilate,9,2,0.222222
ability,antimage_mana_void,ability,winter_wyvern_cold_embrace,9,3,0.333333
ability,antimage_mana_void,ability,witch_doctor_maledict,9,4,0.444444
ability,arc_warden_flux,ability,dark_willow_cursed_crown,9,3,0.333333
ability,arc_warden_flux,ability,marci_grapple,9,5,0.555556
ability,arc_warden_magnetic_field,ability,brewmaster_cinder_brew,9,3,0.333333
ability,arc_warden_magnetic_field,ability,dark_willow_bramble_maze,9,4,0.444444
ability,arc_warden_magnetic_field,ability,faceless_void_time_dilation,9,4,0.444444
ability,arc_warden_magnetic_field,ability,pangolier_swashbuckle,9,2,0.222222
ability,arc_warden_spark_wraith,ability,dark_willow_shadow_realm,9,4,0.444444
ability,arc_warden_spark_wraith,ability,grimstroke_spirit_walk,9,7,0.777778
ability,axe_battle_hunger,ability,antimage_counterspell,9,7,0.777778
ability,axe_battle_hunger,ability,bloodseeker_bloodrage,9,3,0.333333
ability,axe_battle_hunger,ability,brewmaster_thunder_clap,9,2,0.222222
ability,axe_battle_hunger,ability,bristleback_bristleback,9,2,0.222222
ability,axe_battle_hunger,ability,bristleback_viscous_nasal_goo,9,5,0.555556
ability,axe_battle_hunger,ability,dark_willow_shadow_realm,9,6,0.666667
ability,axe_battle_hunger,ability,dawnbreaker_luminosity,9,8,0.888889
ability,axe_battle_hunger,ability,dazzle_shadow_wave,9,4,0.444444
ability,axe_battle_hunger,ability,life_stealer_open_wounds,9,6,0.666667
ability,axe_battle_hunger,ability,nevermore_requiem,9,6,0.666667
ability,axe_battle_hunger,ability,ogre_magi_bloodlust,9,3,0.333333
ability,axe_battle_hunger,ability,pangolier_shield_crash,9,5,0.555556
ability,axe_battle_hunger,ability,riki_tricks_of_the_trade,9,5,0.555556
ability,axe_battle_hunger,ability,storm_spirit_electric_vortex,9,5,0.555556
ability,axe_battle_hunger,ability,terrorblade_metamorphosis,9,5,0.555556
ability,axe_battle_hunger,ability,tinker_march_of_the_machines,9,2,0.222222
ability,axe_battle_hunger,ability,void_spirit_dissimilate,9,2,0.222222
ability,axe_berserkers_call,ability,bloodseeker_bloodrage,9,3,0.333333
ability,axe_berserkers_call,ability,broodmother_insatiable_hunger,9,4,0.444444
ability,axe_berserkers_call,ability,chaos_knight_chaos_strike,9,3,0.333333
ability,axe_berserkers_call,ability,dazzle_shallow_grave,9,5,0.555556
ability,axe_berserkers_call,ability,dragon_knight_elder_dragon_form,9,3,0.333333
ability,axe_berserkers_call,ability,medusa_mystic_snake,9,3,0.333333
ability,axe_berserkers_call,ability,monkey_king_boundless_strike,9,3,0.333333
ability,axe_berserkers_call,ability,templar_assassin_psionic_trap,9,4,0.444444
ability,axe_berserkers_call,ability,venomancer_venomous_gale,9,6,0.666667
ability,axe_berserkers_call,ability,wisp_relocate,9,5,0.555556
ability,axe_counter_helix,ability,abyssal_underlord_pit_of_malice,9,3,0.333333
ability,axe_counter_helix,ability,broodmother_incapacitating_bite,9,3,0.333333
ability,axe_counter_helix,ability,dragon_knight_elder_dragon_form,9,4,0.444444
ability,axe_counter_helix,ability,earthshaker_aftershock,9,5,0.555556
ability,axe_counter_helix,ability,lina_light_strike_array,9,4,0.444444
ability,axe_counter_helix,ability,pudge_meat_hook,9,5,0.555556
ability,axe_counter_helix,ability,spirit_breaker_greater_bash,9,5,0.555556
ability,axe_counter_helix,ability,tinker_laser,9,7,0.777778
ability,axe_counter_helix,ability,tinker_rearm,9,6,0.666667
ability,axe_counter_helix,ability,wisp_tether,9,5,0.555556
ability,axe_counter_helix,ability,witch_doctor_maledict,9,5,0.555556
ability,axe_culling_blade,ability,abaddon_death_coil,9,3,0.333333
ability,axe_culling_blade,ability,arc_warden_magnetic_field,9,3,0.333333
ability,axe_culling_blade,ability,arc_warden_spark_wraith,9,6,0.666667
ability,axe_culling_blade,ability,elder_titan_echo_stomp,9,2,0.222222
ability,axe_culling_blade,ability,invoker_sun_strike_ad,9,2,0.222222
ability,axe_culling_blade,ability,jakiro_ice_path,9,5,0.555556
ability,axe_culling_blade,ability,kunkka_torrent,9,3,0.333333
ability,axe_culling_blade,ability,luna_lucent_beam,9,3,0.333333
ability,axe_culling_blade,ability,obsidian_destroyer_arcane_orb,9,4,0.444444
ability,axe_culling_blade,ability,pugna_nether_ward,9,7,0.777778
ability,axe_culling_blade,ability,shadow_shaman_shackles,9,3,0.333333
ability,bane_brain_sap,ability,earth_spirit_boulder_smash,9,5,0.555556
ability,bane_brain_sap,ability,elder_titan_natural_order,9,5,0.555556
ability,bane_brain_sap,ability,hoodwink_scurry,9,6,0.666667
ability,bane_brain_sap,ability,magnataur_empower,9,2,0.222222
ability,bane_brain_sap,ability,phantom_assassin_phantom_strike,9,6,0.666667
ability,bane_brain_sap,ability,riki_blink_strike,9,5,0.555556
ability,bane_brain_sap,ability,slardar_amplify_damage,9,4,0.444444
ability,bane_brain_sap,ability,sven_gods_strength,9,4,0.444444
ability,bane_brain_sap,ability,templar_assassin_meld,9,2,0.222222
ability,bane_brain_sap,ability,terrorblade_metamorphosis,9,4,0.444444
ability,bane_enfeeble,ability,chaos_knight_chaos_strike,9,3,0.333333
ability,bane_enfeeble,ability,earthshaker_echo_slam,9,2,0.222222
ability,bane_enfeeble,ability,grimstroke_spirit_walk,9,6,0.666667
ability,bane_enfeeble,ability,hoodwink_scurry,9,3,0.333333
ability,bane_enfeeble,ability,invoker_sun_strike_ad,9,5,0.555556
ability,bane_enfeeble,ability,kunkka_torrent,9,5,0.555556
ability,bane_enfeeble,ability,legion_commander_overwhelming_odds,9,6,0.666667
ability,bane_enfeeble,ability,marci_companion_run,9,3,0.333333
ability,bane_enfeeble,ability,monkey_king_tree_dance,9,4,0.444444
ability,bane_enfeeble,ability,rattletrap_rocket_flare,9,5,0.555556
ability,bane_enfeeble,ability,spirit_breaker_charge_of_darkness,9,6,0.666667
ability,bane_fiends_grip,ability,keeper_of_the_light_blinding_light,9,7,0.777778
ability,bane_fiends_grip,ability,pudge_flesh_heap,9,3,0.333333
ability,bane_fiends_grip,ability,storm_spirit_static_remnant,9,3,0.333333
ability,bane_fiends_grip,ability,visage_grave_chill,9,8,0.888889
ability,bane_nightmare,ability,bristleback_quill_spray,9,7,0.777778
ability,bane_nightmare,ability,earth_spirit_magnetize,9,2,0.222222
ability,bane_nightmare,ability,grimstroke_dark_artistry,9,4,0.444444
ability,bane_nightmare,ability,invoker_chaos_meteor_ad,9,4,0.444444
ability,bane_nightmare,ability,invoker_forge_spirit_ad,9,4,0.444444
ability,bane_nightmare,ability,lone_druid_savage_roar,9,5,0.555556
ability,bane_nightmare,ability,luna_eclipse,9,4,0.444444
ability,bane_nightmare,ability,shredder_chakram,9,5,0.555556
ability,batrider_firefly,ability,gyrocopter_call_down,9,5,0.555556
ability,batrider_firefly,ability,silencer_last_word,9,4,0.444444
ability,batrider_firefly,ability,visage_soul_assumption,9,6,0.666667
ability,batrider_firefly,ability,wisp_tether,9,7,0.777778
ability,batrider_flamebreak,ability,death_prophet_spirit_siphon,9,2,0.222222
ability,batrider_flamebreak,ability,hoodwink_sharpshooter,9,2,0.222222
ability,batrider_flamebreak,ability,keeper_of_the_light_chakra_magic,9,1,0.111111
ability,batrider_flamebreak,ability,keeper_of_the_light_illuminate,9,8,0.888889
ability,batrider_flamebreak,ability,mars_spear,9,5,0.555556
ability,batrider_flamebreak,ability,muerta_dead_shot,9,1,0.111111
ability,batrider_flamebreak,ability,nyx_assassin_impale,9,4,0.444444
ability,batrider_flamebreak,ability,pangolier_swashbuckle,9,4,0.444444
ability,batrider_flamebreak,ability,treant_overgrowth,9,4,0.444444
ability,batrider_flaming_lasso,ability,ancient_apparition_ice_vortex,9,4,0.444444
ability,batrider_flaming_lasso,ability,elder_titan_echo_stomp,9,3,0.333333
ability,batrider_flaming_lasso,ability,invoker_ghost_walk_ad,9,2,0.222222
ability,batrider_flaming_lasso,ability,meepo_earthbind,9,3,0.333333
ability,batrider_flaming_lasso,ability,shadow_demon_shadow_poison,9,3,0.333333
ability,batrider_flaming_lasso,ability,ursa_earthshock,9,3,0.333333
ability,batrider_flaming_lasso,ability,winter_wyvern_splinter_blast,9,3,0.333333
ability,batrider_sticky_napalm,ability,brewmaster_drunken_brawler,9,3,0.333333
ability,batrider_sticky_napalm,ability,bristleback_bristleback,9,6,0.666667
ability,batrider_sticky_napalm,ability,chen_hand_of_god,9,3,0.333333
ability,batrider_sticky_napalm,ability,invoker_chaos_meteor_ad,9,5,0.555556
ability,batrider_sticky_napalm,ability,keeper_of_the_light_illuminate,9,5,0.555556
ability,batrider_sticky_napalm,ability,legion_commander_press_the_attack,9,6,0.666667
ability,batrider_sticky_napalm,ability,lone_druid_spirit_link,9,3,0.333333
ability,batrider_sticky_napalm,ability,muerta_the_calling,9,3,0.333333
ability,batrider_sticky_napalm,ability,pangolier_shield_crash,9,4,0.444444
ability,batrider_sticky_napalm,ability,spirit_breaker_charge_of_darkness,9,3,0.333333
ability,batrider_sticky_napalm,ability,void_spirit_aether_remnant,9,6,0.666667
ability,batrider_sticky_napalm,ability,wisp_tether,9,3,0.333333
ability,beastmaster_primal_roar,ability,keeper_of_the_light_blinding_light,9,2,0.222222
ability,beastmaster_primal_roar,ability,shadow_demon_shadow_poison,9,6,0.666667
ability,beastmaster_summon_raptor,ability,grimstroke_ink_creature,9,3,0.333333
ability,beastmaster_summon_raptor,ability,hoodwink_acorn_shot,9,5,0.555556
ability,beastmaster_summon_raptor,ability,hoodwink_sharpshooter,9,3,0.333333
ability,beastmaster_summon_raptor,ability,marci_grapple,9,5,0.555556
ability,beastmaster_summon_raptor,ability,void_spirit_aether_remnant,9,5,0.555556
ability,beastmaster_summon_razorback,ability,marci_unleash,9,4,0.444444
ability,beastmaster_wild_axes,ability,centaur_return,9,4,0.444444
ability,beastmaster_wild_axes,ability,chen_divine_favor,9,4,0.444444
ability,beastmaster_wild_axes,ability,furion_force_of_nature,9,6,0.666667
ability,beastmaster_wild_axes,ability,gyrocopter_flak_cannon,9,6,0.666667
ability,beastmaster_wild_axes,ability,invoker_forge_spirit_ad,9,8,0.888889
ability,beastmaster_wild_axes,ability,magnataur_empower,9,6,0.666667
ability,beastmaster_wild_axes,ability,marci_grapple,9,5,0.555556
ability,beastmaster_wild_axes,ability,marci_unleash,9,5,0.555556
ability,beastmaster_wild_axes,ability,naga_siren_mirror_image,9,5,0.555556
ability,beastmaster_wild_axes,ability,spirit_breaker_bulldoze,9,5,0.555556
ability,beastmaster_wild_axes,ability,tusk_tag_team,9,2,0.222222
ability,bloodseeker_blood_bath,ability,centaur_return,9,5,0.555556
ability,bloodseeker_blood_bath,ability,elder_titan_echo_stomp,9,4,0.444444
ability,bloodseeker_blood_bath,ability,hoodwink_scurry,9,3,0.333333
ability,bloodseeker_blood_bath,ability,jakiro_liquid_fire,9,3,0.333333
ability,bloodseeker_blood_bath,ability,lich_frost_nova,9,7,0.777778
ability,bloodseeker_blood_bath,ability,lina_fiery_soul,9,6,0.666667
ability,bloodseeker_blood_bath,ability,nevermore_dark_lord,9,6,0.666667
ability,bloodseeker_blood_bath,ability,queenofpain_scream_of_pain,9,3,0.333333
ability,bloodseeker_blood_bath,ability,visage_gravekeepers_cloak,9,4,0.444444
ability,bloodseeker_blood_bath,ability,wisp_tether,9,5,0.555556
ability,bloodseeker_bloodrage,ability,batrider_flaming_lasso,9,3,0.333333
ability,bloodseeker_bloodrage,ability,earth_spirit_magnetize,9,3,0.333333
ability,bloodseeker_bloodrage,ability,earthshaker_fissure,9,2,0.222222
ability,bloodseeker_bloodrage,ability,ember_spirit_searing_chains,9,5,0.555556
ability,bloodseeker_bloodrage,ability,gyrocopter_rocket_barrage,9,5,0.555556
ability,bloodseeker_bloodrage,ability,invoker_cold_snap_ad,9,4,0.444444
ability,bloodseeker_bloodrage,ability,invoker_sun_strike_ad,9,4,0.444444
ability,bloodseeker_bloodrage,ability,keeper_of_the_light_chakra_magic,9,1,0.111111
ability,bloodseeker_bloodrage,ability,lycan_summon_wolves,9,3,0.333333
ability,bloodseeker_bloodrage,ability,magnataur_shockwave,9,2,0.222222
ability,bloodseeker_bloodrage,ability,mars_spear,9,3,0.333333
ability,bloodseeker_bloodrage,ability,phantom_assassin_stifling_dagger,9,0,0.000000
ability,bloodseeker_bloodrage,ability,pudge_flesh_heap,9,5,0.555556
ability,bloodseeker_bloodrage,ability,shredder_chakram,9,3,0.333333
ability,bloodseeker_bloodrage,ability,skywrath_mage_concussive_shot,9,4,0.444444
ability,bloodseeker_bloodrage,ability,undying_soul_rip,9,1,0.111111
ability,bloodseeker_bloodrage,ability,visage_summon_familiars,9,6,0.666667
ability,bloodseeker_rupture,ability,beastmaster_summon_raptor,9,4,0.444444
ability,bloodseeker_rupture,ability,earthshaker_aftershock,9,5,0.555556
ability,bloodseeker_rupture,ability,invoker_alacrity_ad,9,5,0.555556
ability,bloodseeker_thirst,ability,ancient_apparition_ice_vortex,9,2,0.222222
ability,bloodseeker_thirst,ability,beastmaster_summon_raptor,9,3,0.333333
ability,bloodseeker_thirst,ability,crystal_maiden_frostbite,9,7,0.777778
ability,bloodseeker_thirst,ability,disruptor_kinetic_field,9,4,0.444444
ability,bloodseeker_thirst,ability,faceless_void_time_walk,9,7,0.777778
